season_week,QB_points,WR1_points,WR2_points,WR3_points,RB1_points,RB2_points,TE_points,W/R/T_points,DEF_points,BN1_points,BN2_points,BN3_points,BN4_points,BN5_points,BN6_points,BN7_points,W/R/T position,WR_total_points,RB_total_points,TE_total_points,BN_points,manager,win,points_for
Tim|2022|3,16.08,10.9,13.7,0.0,7.2,15.2,1.3,19.6,20.0,12.0,-2.0,0.0,7.0,0.0,0.0,0.0,WR,44.2,22.4,1.3,17.0,Tim,1,109.98
Tim|2022|4,23.36,8.2,13.7,0.0,9.2,9.0,2.3,1.4,17.0,-1.2,4.1,0.0,7.1,0.0,0.0,0.0,WR,23.299999999999997,18.2,2.3,10.0,Tim,0,91.16
Tim|2022|5,30.48,20.2,9.9,0.0,6.8,11.8,7.4,17.1,10.0,0.1,2.5,6.2,0.3,0.0,0.0,0.0,WR,47.2,18.6,7.4,9.100000000000001,Tim,1,120.68
Tim|2022|6,19.62,25.8,2.4,0.0,0.8,4.1,14.1,12.4,11.0,0.0,2.9,2.0,0.0,0.0,0.0,0.0,WR,40.6,4.8999999999999995,14.1,4.9,Tim,1,103.22
Tim|2022|7,25.92,3.8,8.9,0.0,6.0,0.0,1.7,1.7,15.0,0.0,-2.0,0.4,0.0,0.0,0.0,0.0,RB,12.7,7.7,1.7,-1.6,Tim,0,66.02
Tim|2022|8,5.82,18.8,19.6,0.0,12.7,1.4,2.7,1.8,13.0,0.0,0.0,0.0,3.5,0.8,0.0,0.0,WR,40.2,14.1,2.7,4.3,Tim,0,85.82
Tim|2022|9,33.14,11.8,12.9,0.0,8.9,1.3,7.0,3.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,24.700000000000003,10.200000000000001,7.0,0.0,Tim,0,101.44
Tim|2022|10,30.14,18.8,4.7,0.0,22.1,9.0,12.9,9.6,14.0,0.0,1.3,0.0,0.0,1.4,0.0,0.0,WR,33.1,31.1,12.9,2.7,Tim,1,124.24
Tim|2022|11,26.46,12.8,27.3,0.0,11.4,8.5,12.2,10.5,13.0,2.5,2.2,0.0,0.6,0.0,0.0,0.0,WR,50.6,19.9,12.2,5.3,Tim,1,127.16
Tim|2022|12,18.4,17.7,12.9,0.0,19.5,3.7,0.0,10.5,5.0,0.0,13.8,23.9,0.0,5.0,0.0,0.0,WR,41.1,23.2,0.0,42.7,Tim,0,97.7
Tim|2022|13,19.82,18.7,6.0,0.0,18.5,2.9,2.3,20.2,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,44.9,21.4,2.3,0.0,Tim,0,111.42
Tim|2022|14,19.78,5.2,5.2,0.0,8.8,20.4,8.5,10.8,14.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,WR,21.200000000000003,29.2,8.5,3.7,Tim,1,104.68
Tim|2022|16,23.76,3.6,10.2,0.0,33.7,21.5,0.0,3.0,20.0,3.5,8.9,1.4,0.0,14.0,0.0,0.0,WR,16.799999999999997,55.2,0.0,27.8,Tim,0,125.76
Tim|2022|17,25.02,0.0,24.0,0.0,13.8,12.5,7.7,3.3,26.0,11.3,6.4,8.7,0.0,5.0,0.0,0.0,WR,27.3,26.3,7.7,31.400000000000002,Tim,1,117.32
Eric|2022|1,20.22,25.1,16.4,0.0,6.5,7.2,22.1,5.7,12.0,1.8,19.4,8.2,3.7,9.1,0.0,0.0,WR,47.2,13.7,22.1,42.2,Eric,1,123.22
Eric|2022|2,41.62,8.2,34.9,0.0,3.1,14.8,7.6,8.8,18.0,6.8,5.9,14.0,9.4,6.0,0.0,0.0,WR,51.89999999999999,17.900000000000002,7.6,42.1,Eric,1,152.02
Eric|2022|3,39.42,11.7,10.3,0.0,19.6,19.1,14.9,11.4,11.0,9.0,10.5,0.0,1.1,0.7,0.0,0.0,WR,33.4,38.7,14.9,21.3,Eric,1,149.42
Eric|2022|4,13.06,15.0,17.6,0.0,9.6,1.9,19.7,5.7,16.0,0.0,3.2,11.0,0.0,9.1,0.0,0.0,WR,38.300000000000004,11.5,19.7,23.299999999999997,Eric,1,106.56
Eric|2022|5,14.76,24.9,3.8,0.0,5.1,4.9,30.0,7.3,27.0,12.2,12.9,5.7,20.6,18.7,0.0,0.0,WR,36.0,10.0,30.0,70.10000000000001,Eric,1,126.76
Eric|2022|6,15.1,8.0,24.3,0.0,6.0,5.3,15.2,12.7,22.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,RB,32.3,24.0,15.2,10.8,Eric,0,114.6
Eric|2022|7,10.7,0.9,13.5,0.0,18.9,0.0,12.8,10.4,10.0,11.7,17.4,0.0,1.3,4.1,0.0,0.0,WR,24.8,18.9,12.8,34.5,Eric,1,88.2
Eric|2022|8,21.82,10.4,0.7,0.0,7.2,23.7,8.0,17.1,22.0,16.5,0.0,1.7,8.8,6.5,0.0,0.0,WR,28.200000000000003,30.9,8.0,33.5,Eric,0,117.92
Eric|2022|9,16.52,31.6,4.9,0.0,8.6,25.6,15.6,7.5,37.0,4.0,0.0,12.3,6.8,0.0,0.0,0.0,WR,44.0,34.2,15.6,23.1,Eric,1,155.32
Eric|2022|10,16.48,23.1,17.1,0.0,8.8,15.2,17.1,9.4,19.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,WR,49.6,24.0,17.1,16.7,Eric,1,136.18
Eric|2022|11,15.46,29.6,11.5,0.0,1.0,16.7,32.5,15.0,22.0,0.0,0.0,7.2,17.3,7.3,0.0,0.0,WR,56.1,17.7,32.5,31.8,Eric,1,151.76
Eric|2022|12,22.06,10.9,23.4,0.0,8.5,0.3,13.7,9.0,8.0,0.0,0.0,7.7,2.2,7.4,0.0,0.0,WR,43.3,8.8,13.7,17.3,Eric,0,102.86
Eric|2022|13,1.34,33.7,29.1,0.0,11.1,6.1,5.6,7.1,9.0,1.0,3.0,3.7,7.6,11.0,0.0,0.0,WR,69.9,17.2,5.6,26.3,Eric,1,118.04
Eric|2022|14,26.1,8.6,10.4,0.0,4.8,3.2,9.1,12.7,25.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,WR,31.7,8.0,9.1,4.9,Eric,1,104.9
Eric|2022|16,25.7,2.5,11.1,0.0,19.5,12.7,14.3,10.6,20.0,0.0,0.0,3.9,17.3,2.4,0.0,0.0,WR,24.2,32.2,14.3,23.599999999999998,Eric,1,129.4
Eric|2022|17,22.4,8.2,30.8,0.0,0.0,21.5,7.8,22.2,18.0,0.0,19.1,13.9,0.2,17.0,0.0,0.0,WR,61.2,21.5,7.8,50.2,Eric,1,143.9
Frags|2022|1,10.38,11.6,8.6,0.0,13.7,20.9,5.8,15.7,22.0,2.3,2.3,13.8,1.1,2.3,0.0,0.0,WR,35.9,34.599999999999994,5.8,21.8,Frags,1,114.68
Frags|2022|2,9.4,11.2,34.6,0.0,14.8,13.8,2.1,5.1,34.0,5.3,0.0,4.1,6.4,1.7,0.0,0.0,RB,45.8,33.7,2.1,17.5,Frags,0,134.0
Frags|2022|3,14.74,10.4,13.1,0.0,12.5,12.4,6.7,0.0,16.0,7.8,18.7,0.0,7.4,5.7,0.0,0.0,WR,23.5,24.9,6.7,39.6,Frags,0,92.84
Frags|2022|4,25.4,20.7,4.9,0.0,21.3,21.9,9.2,0.0,6.0,5.8,3.4,0.0,0.0,0.6,0.0,0.0,WR,25.6,43.2,9.2,9.799999999999999,Frags,0,118.4
Frags|2022|5,18.74,10.2,3.8,0.0,19.9,5.0,4.3,2.6,12.0,0.0,4.0,3.5,0.0,0.7,0.0,0.0,RB,14.0,27.5,4.3,8.2,Frags,0,90.54
Frags|2022|6,12.72,12.5,13.9,0.0,19.3,3.3,14.0,6.2,13.0,0.0,3.0,1.7,0.0,0.0,0.0,0.0,RB,26.4,28.8,14.0,4.7,Frags,1,102.92
Frags|2022|7,11.7,6.9,10.8,0.0,7.2,9.2,4.7,3.7,10.0,2.1,5.9,0.0,0.0,0.0,0.0,0.0,RB,17.700000000000003,20.099999999999998,4.7,8.0,Frags,0,76.2
Frags|2022|8,17.1,0.0,26.6,0.0,35.26,0.7,6.0,11.9,11.0,0.0,0.0,0.0,9.1,1.6,0.0,0.0,RB,26.6,47.86,6.0,10.7,Frags,0,117.56
Frags|2022|9,15.2,17.0,0.0,0.0,0.0,2.4,4.4,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,17.0,2.4,4.4,0.0,Frags,0,69.0
Frags|2022|10,16.02,8.6,6.1,0.0,1.4,0.0,1.3,2.0,14.0,0.0,0.0,15.7,8.0,17.0,0.0,0.0,WR,16.7,1.4,1.3,40.7,Frags,0,49.42
Frags|2022|11,0.0,0.0,18.9,0.0,-0.8,0.9,2.9,9.9,0.0,9.9,0.0,14.1,7.5,11.1,0.0,0.0,WR,28.799999999999997,0.09999999999999998,2.9,42.6,Frags,0,38.8
Frags|2022|12,18.04,11.0,13.4,0.0,6.9,7.5,3.5,5.8,14.0,0.3,2.6,0.0,1.0,7.8,0.0,0.0,WR,30.2,14.4,3.5,11.7,Frags,0,94.14
Frags|2022|13,17.14,1.4,17.8,0.0,24.6,0.9,1.5,9.3,14.0,2.3,1.1,0.0,0.0,12.0,0.0,0.0,WR,28.5,25.5,1.5,15.4,Frags,1,90.64
Frags|2022|14,10.12,4.1,15.2,0.0,28.3,3.4,0.0,12.4,4.0,1.2,7.4,0.0,1.2,5.2,0.0,0.0,WR,31.699999999999996,31.7,0.0,15.0,Frags,0,87.52
Nick|2022|1,3.7,23.9,12.3,0.0,6.1,0.0,0.6,6.5,19.0,16.8,0.0,6.1,13.4,5.8,0.0,0.0,RB,36.2,12.6,0.6,42.099999999999994,Nick,0,80.1
Nick|2022|2,16.36,8.3,9.8,0.0,14.6,0.8,11.2,0.0,7.0,0.0,7.2,11.5,2.3,18.5,0.0,0.0,WR,18.1,15.4,11.2,39.5,Nick,0,78.06
Nick|2022|3,16.1,9.7,21.0,0.0,1.1,6.3,1.5,5.2,17.0,0.0,10.1,26.9,6.8,24.18,0.0,0.0,WR,35.9,7.4,1.5,67.97999999999999,Nick,0,77.9
Nick|2022|4,16.14,10.1,17.8,0.0,0.0,1.3,4.4,3.2,14.0,1.8,0.0,7.8,0.0,3.0,0.0,0.0,WR,31.099999999999998,1.3,4.4,12.6,Nick,0,70.94
Nick|2022|5,15.88,8.5,17.8,0.0,20.4,4.5,0.0,30.6,9.0,13.7,16.2,12.0,2.7,3.9,0.0,0.0,WR,56.900000000000006,24.9,0.0,48.5,Nick,0,113.68
Nick|2022|6,10.84,28.7,8.3,0.0,15.4,5.1,2.0,14.9,12.0,0.0,12.9,8.5,0.0,6.7,0.0,0.0,WR,51.9,20.5,2.0,28.099999999999998,Nick,1,106.24
Nick|2022|7,14.76,29.0,12.6,0.0,14.0,12.2,4.2,11.0,13.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,RB,41.6,37.2,4.2,8.8,Nick,1,116.76
Nick|2022|8,15.22,4.8,4.5,0.0,38.3,7.0,10.4,16.0,16.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,RB,9.3,61.3,10.4,5.0,Nick,1,117.22
Nick|2022|9,13.64,3.2,10.9,0.0,7.7,4.9,0.0,12.8,14.0,0.0,4.3,0.0,1.7,14.7,0.0,0.0,RB,14.100000000000001,25.400000000000002,0.0,20.7,Nick,0,73.14
Nick|2022|10,19.36,10.9,18.3,0.0,6.0,4.9,14.4,21.3,14.0,13.9,1.8,2.2,0.0,13.5,0.0,0.0,RB,29.200000000000003,32.2,14.4,31.400000000000002,Nick,1,115.16
Nick|2022|11,18.08,10.8,9.3,0.0,10.9,19.6,3.7,-0.6,15.0,0.0,6.9,9.0,0.0,2.3,0.0,0.0,WR,20.1,30.5,3.7,18.2,Nick,0,84.78
Nick|2022|12,9.5,7.0,5.8,0.0,4.0,11.7,17.1,12.8,28.0,0.0,5.4,1.2,0.0,7.6,0.0,0.0,RB,12.8,28.5,17.1,14.2,Nick,1,105.9
Nick|2022|13,12.68,13.2,18.7,0.0,4.7,14.7,4.3,0.3,11.0,8.5,5.2,8.1,0.0,5.34,0.0,0.0,RB,31.9,19.7,4.3,27.139999999999997,Nick,0,85.58
Nick|2022|14,16.34,23.5,14.9,0.0,1.6,0.2,11.7,5.4,10.0,0.0,0.0,0.0,4.6,2.5,0.0,0.0,WR,43.8,1.8,11.7,7.1,Nick,0,87.64
Nick|2022|15,12.64,15.5,15.1,0.0,11.4,22.6,2.5,3.9,15.0,0.0,0.0,10.86,7.6,10.1,0.0,0.0,WR,34.5,34.0,2.5,28.560000000000002,Nick,0,105.64
Nick|2022|16,12.32,9.9,27.3,0.0,18.0,8.4,5.8,10.5,22.0,7.3,11.8,0.0,10.0,0.0,0.0,0.0,RB,37.2,36.9,5.8,29.1,Nick,1,121.22
Lauren|2022|1,23.26,6.5,5.1,0.0,25.0,14.8,9.7,13.5,13.0,0.0,0.0,7.0,10.8,14.0,0.0,0.0,RB,11.6,53.3,9.7,31.8,Lauren,1,120.86
Lauren|2022|2,23.46,11.8,7.2,0.0,15.7,30.8,0.8,7.5,16.0,0.0,0.0,6.7,4.6,12.3,0.0,0.0,RB,19.0,54.0,0.8,23.6,Lauren,1,124.26
Lauren|2022|3,14.56,2.0,15.1,0.0,6.1,17.3,12.4,5.1,18.0,12.58,29.9,0.0,0.0,2.6,0.0,0.0,RB,17.1,28.5,12.4,45.08,Lauren,0,94.56
Lauren|2022|4,21.1,9.1,11.2,0.0,19.7,10.6,6.7,2.9,19.0,0.0,2.86,0.0,0.0,2.8,0.0,0.0,RB,20.299999999999997,33.199999999999996,6.7,5.66,Lauren,1,104.3
Lauren|2022|5,14.42,8.7,4.7,0.0,25.4,1.1,0.0,16.3,29.0,0.0,15.98,0.0,2.2,0.0,0.0,0.0,RB,13.399999999999999,42.8,0.0,18.18,Lauren,0,108.62
Lauren|2022|6,8.42,2.2,12.6,0.0,7.5,12.0,3.6,5.2,8.0,7.4,0.0,24.16,0.0,0.0,0.0,0.0,RB,14.8,24.7,3.6,31.560000000000002,Lauren,0,70.52
Lauren|2022|7,17.62,14.3,6.6,0.0,17.7,9.6,7.8,16.1,30.0,0.0,8.4,0.0,15.2,11.06,0.0,0.0,WR,37.0,27.299999999999997,7.8,34.660000000000004,Lauren,1,121.72
Lauren|2022|8,22.42,27.9,9.7,0.0,23.9,11.8,6.2,24.5,16.0,2.0,10.54,0.0,8.1,15.9,0.0,0.0,WR,62.099999999999994,35.7,6.2,36.54,Lauren,1,145.42
Lauren|2022|9,12.1,11.6,3.4,0.0,2.3,6.5,6.0,8.2,11.0,4.8,7.56,0.0,2.7,0.0,0.0,0.0,WR,23.2,8.8,6.0,15.059999999999999,Lauren,1,66.1
Lauren|2022|10,11.04,14.8,4.9,0.0,7.7,13.6,21.4,1.3,10.0,7.4,0.0,5.7,14.6,17.74,0.0,0.0,WR,21.000000000000004,21.3,21.4,45.44,Lauren,0,86.74
Lauren|2022|11,19.2,13.6,3.9,0.0,9.7,8.2,5.0,5.7,23.0,3.5,2.1,3.8,17.74,0.0,0.0,0.0,RB,17.5,23.599999999999998,5.0,27.139999999999997,Lauren,0,101.3
Lauren|2022|12,27.76,16.7,18.3,0.0,7.3,19.7,8.7,19.5,12.0,3.2,16.6,6.1,13.86,0.0,0.0,0.0,RB,35.0,46.5,8.7,39.76,Lauren,1,143.96
Lauren|2022|13,16.1,3.7,3.3,0.0,19.1,8.0,2.2,11.1,29.0,0.0,0.0,10.2,10.38,0.0,0.0,0.0,RB,7.0,38.2,2.2,20.58,Lauren,0,98.5
Lauren|2022|14,18.48,0.6,9.4,0.0,5.4,6.9,33.7,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,26.0,12.3,33.7,0.0,Lauren,1,112.48
Lauren|2022|15,8.72,9.5,11.6,0.0,9.9,10.2,10.2,15.8,13.0,10.0,0.0,0.0,4.5,0.0,0.0,0.0,WR,36.900000000000006,20.1,10.2,14.5,Lauren,0,91.92
Lauren|2022|16,5.5,0.9,1.1,0.0,10.7,5.8,14.8,17.6,12.0,3.0,0.0,0.0,5.2,0.0,0.0,0.0,WR,19.6,16.5,14.8,8.2,Lauren,0,74.4
Buddy|2022|1,16.22,2.0,2.6,0.0,9.2,5.4,7.5,4.3,16.0,5.0,14.9,10.0,11.2,7.6,0.0,0.0,WR,8.899999999999999,14.6,7.5,48.699999999999996,Buddy,0,70.22
Buddy|2022|2,14.56,21.3,6.4,0.0,13.9,5.4,10.7,15.2,8.0,0.0,4.5,10.2,0.6,6.6,0.0,0.0,WR,42.900000000000006,19.3,10.7,21.9,Buddy,1,106.46
Buddy|2022|3,23.0,8.0,12.1,0.0,9.3,14.0,10.1,3.2,5.0,0.0,0.0,5.1,-0.1,3.3,0.0,0.0,WR,23.3,23.3,10.1,8.3,Buddy,0,89.7
Buddy|2022|4,20.08,15.5,10.1,0.0,30.9,9.1,9.7,2.7,25.0,0.0,9.4,12.0,6.3,5.0,0.0,0.0,WR,28.3,40.0,9.7,32.7,Buddy,1,134.08
Buddy|2022|5,17.28,18.4,24.9,0.0,33.9,7.8,13.5,2.2,13.0,4.5,9.3,0.0,12.8,24.02,0.0,0.0,TE,43.3,41.699999999999996,15.7,50.620000000000005,Buddy,1,138.98
Buddy|2022|6,32.5,2.7,2.7,0.0,19.3,15.1,3.2,12.5,3.0,0.0,0.0,2.8,8.0,11.68,0.0,0.0,WR,17.9,34.4,3.2,22.48,Buddy,1,97.0
Buddy|2022|7,39.24,18.1,8.0,0.0,29.7,17.7,11.5,4.3,5.0,8.0,0.0,7.0,20.3,13.1,0.0,0.0,RB,26.1,51.699999999999996,11.5,48.4,Buddy,1,133.54
Buddy|2022|8,13.48,12.8,10.5,0.0,0.0,6.5,9.4,1.1,15.0,0.0,7.7,0.0,0.0,19.08,0.0,0.0,WR,24.400000000000002,6.5,9.4,26.779999999999998,Buddy,0,77.78
Buddy|2022|9,19.14,15.2,7.2,0.0,3.2,20.6,20.0,4.1,13.0,0.0,0.0,0.0,1.4,20.8,0.0,0.0,WR,26.5,23.8,20.0,22.2,Buddy,0,108.44
Buddy|2022|10,19.2,11.7,16.1,0.0,9.8,6.2,7.8,5.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,27.8,16.0,13.399999999999999,0.0,Buddy,1,100.4
Buddy|2022|11,26.7,10.8,2.0,0.0,17.0,10.7,11.9,17.2,28.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,RB,12.8,44.9,11.9,4.8,Buddy,1,144.3
Buddy|2022|12,18.0,14.3,23.0,0.0,19.5,15.1,5.4,16.0,15.0,0.0,3.0,16.8,19.32,4.3,0.0,0.0,RB,37.3,50.6,5.4,43.42,Buddy,1,133.3
Buddy|2022|13,30.04,23.3,10.3,0.0,10.7,15.2,9.1,16.6,17.0,0.0,1.4,1.9,22.98,0.0,0.0,0.0,RB,33.6,42.5,9.1,26.28,Buddy,1,138.24
Buddy|2022|14,16.56,14.5,7.9,0.0,20.4,10.8,10.8,15.6,6.0,20.6,0.0,0.5,20.56,0.0,0.0,0.0,RB,22.4,46.8,10.8,41.66,Buddy,0,110.56
Buddy|2022|15,22.8,10.3,8.7,0.0,14.0,14.1,0.0,8.2,9.0,18.3,0.0,1.0,14.32,0.0,0.0,0.0,RB,19.0,36.3,0.0,33.620000000000005,Buddy,0,93.1
Buddy|2022|16,23.5,9.6,10.3,0.0,21.9,12.6,10.1,9.5,8.0,0.0,0.0,-1.0,12.2,8.2,0.0,0.0,RB,19.9,44.0,10.1,19.4,Buddy,1,107.5
Kyle|2022|1,6.8,3.9,13.2,0.0,9.6,6.7,2.9,5.8,11.0,0.0,0.8,0.0,9.8,12.28,0.0,0.0,TE,17.099999999999998,16.3,8.7,22.880000000000003,Kyle,0,67.9
Kyle|2022|2,18.88,11.6,0.0,0.0,11.4,1.5,2.9,10.7,14.0,4.1,0.0,2.8,2.5,0.8,0.0,0.0,RB,11.6,23.6,2.9,10.2,Kyle,0,82.98
Kyle|2022|3,10.16,18.7,6.1,0.0,11.6,5.0,11.2,1.7,13.0,7.4,9.3,5.4,4.8,14.28,0.0,0.0,RB,24.799999999999997,18.3,11.2,41.18,Kyle,1,87.46
Kyle|2022|4,6.76,18.7,1.1,0.0,7.4,20.3,3.0,28.2,9.0,5.4,34.9,13.2,2.9,16.84,0.0,0.0,RB,19.8,55.900000000000006,3.0,73.24,Kyle,1,107.46
Kyle|2022|5,10.32,7.8,11.3,0.0,5.1,4.4,1.1,5.4,10.0,0.0,0.0,5.0,14.8,4.14,0.0,0.0,RB,19.1,14.9,1.1,23.94,Kyle,0,68.42
Kyle|2022|6,11.82,10.2,4.3,0.0,12.2,11.9,9.4,18.0,9.0,1.5,0.0,27.16,12.4,7.9,0.0,0.0,RB,14.5,42.1,9.4,48.96,Kyle,0,90.82
Kyle|2022|7,9.92,8.6,5.2,0.0,9.5,28.7,6.8,0.5,7.0,15.1,2.4,0.0,0.0,3.6,0.0,0.0,RB,13.8,38.7,6.8,21.1,Kyle,0,86.22
Kyle|2022|8,17.38,16.3,0.0,0.0,8.96,11.7,9.5,4.0,13.0,8.0,14.7,16.5,18.14,0.0,0.0,0.0,RB,16.3,24.66,9.5,57.34,Kyle,0,85.84
Kyle|2022|9,9.5,2.8,2.2,0.0,26.4,23.9,11.5,3.7,13.0,0.0,5.6,0.0,0.0,11.38,0.0,0.0,TE,5.0,50.3,15.2,16.98,Kyle,1,102.0
Kyle|2022|10,13.84,32.5,13.0,0.0,10.2,8.9,8.0,3.8,18.0,0.0,0.0,0.0,17.0,9.7,0.0,0.0,TE,45.5,19.1,11.8,26.7,Kyle,1,112.24
Kyle|2022|11,14.76,7.0,16.3,0.0,25.6,6.3,5.9,0.0,3.0,5.8,0.0,0.9,19.1,8.62,0.0,0.0,WR,23.3,31.900000000000002,5.9,34.42,Kyle,0,87.86
Kyle|2022|12,22.94,14.7,8.2,0.0,10.4,16.4,12.8,19.0,11.0,9.16,0.0,0.0,0.2,0.0,0.0,0.0,WR,41.9,26.799999999999997,12.8,9.36,Kyle,1,115.44
Kyle|2022|13,15.36,17.9,0.7,0.0,9.7,3.6,5.3,22.9,31.0,0.0,0.0,6.9,6.0,7.1,0.0,0.0,WR,41.5,13.299999999999999,5.3,20.0,Kyle,0,114.46
Kyle|2022|14,33.42,5.8,9.3,0.0,12.0,0.0,8.7,4.3,10.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,WR,19.400000000000002,12.0,8.7,7.2,Kyle,0,85.52
Kyle|2022|15,26.82,16.2,6.6,0.0,14.6,13.3,5.8,3.4,22.0,6.3,9.9,1.0,12.0,0.0,0.0,0.0,WR,26.199999999999996,27.9,5.8,29.2,Kyle,1,118.72
Kyle|2022|16,18.26,29.0,7.9,0.0,12.5,5.9,29.4,0.6,14.0,14.2,11.5,7.3,1.2,0.7,0.0,0.0,WR,37.5,18.4,29.4,34.900000000000006,Kyle,1,128.56
Kyle|2022|17,3.48,15.5,1.6,0.0,19.3,9.3,9.4,14.7,22.0,0.0,3.9,7.1,5.5,6.2,0.0,0.0,RB,17.1,43.3,9.4,22.7,Kyle,1,103.28
Jones|2022|1,24.72,25.3,3.7,0.0,7.8,17.6,1.0,17.5,17.0,7.4,15.5,6.8,10.1,27.0,0.0,0.0,RB,29.0,42.900000000000006,1.0,66.8,Jones,0,115.62
Jones|2022|2,32.02,26.3,16.1,0.0,8.6,7.2,6.1,10.1,28.0,5.7,6.5,3.7,0.0,19.4,0.0,0.0,RB,42.400000000000006,25.9,6.1,35.3,Jones,1,139.42
Jones|2022|3,27.6,14.4,11.8,0.0,4.8,4.9,4.5,9.6,10.0,11.2,5.5,23.7,16.3,0.0,0.0,0.0,WR,35.800000000000004,9.7,4.5,56.7,Jones,1,97.6
Jones|2022|4,14.96,19.2,21.9,0.0,8.9,23.4,5.5,32.0,17.0,5.8,28.6,11.2,1.2,4.8,0.0,0.0,RB,41.099999999999994,64.3,5.5,51.599999999999994,Jones,1,153.86
Jones|2022|5,27.66,22.4,0.0,0.0,5.6,7.4,3.1,27.8,24.0,3.4,9.2,4.4,0.0,0.0,0.0,0.0,RB,22.4,40.8,3.1,17.0,Jones,0,118.96
Jones|2022|6,15.9,13.2,4.1,0.0,13.7,7.2,1.7,4.54,18.0,7.7,0.0,0.0,1.6,0.0,0.0,0.0,TE,17.299999999999997,20.9,6.24,9.3,Jones,0,82.34
Jones|2022|7,16.32,0.0,11.8,0.0,1.5,35.0,9.62,5.8,26.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,RB,11.8,42.3,9.62,10.4,Jones,1,111.04
Jones|2022|8,28.4,12.4,18.9,0.0,6.4,13.8,7.78,21.1,13.0,14.2,17.7,6.8,9.4,20.0,0.0,0.0,RB,31.299999999999997,41.300000000000004,7.78,68.1,Jones,1,134.78
Jones|2022|9,18.02,9.5,21.8,0.0,10.2,15.3,1.12,9.1,13.0,2.3,0.0,4.4,15.6,16.0,0.0,0.0,RB,31.3,34.6,1.12,38.3,Jones,0,103.04
Jones|2022|10,21.8,1.4,5.0,0.0,19.6,5.4,0.1,11.9,21.0,0.0,15.9,6.5,10.2,16.0,0.0,0.0,RB,6.4,36.9,0.1,48.599999999999994,Jones,0,87.2
Jones|2022|11,23.2,9.3,19.3,0.0,17.5,5.3,7.06,24.4,11.0,25.42,2.8,5.6,14.0,0.0,0.0,0.0,RB,28.6,47.2,7.06,47.82,Jones,1,127.06
Jones|2022|12,28.82,1.3,20.9,0.0,45.3,29.5,2.5,10.6,14.0,16.3,10.4,17.3,12.0,0.0,0.0,0.0,RB,22.2,85.39999999999999,2.5,56.0,Jones,1,159.92
Jones|2022|13,33.4,11.0,2.6,0.0,20.0,10.8,12.34,9.5,14.0,4.9,11.6,19.4,18.5,5.0,0.0,0.0,RB,13.6,40.3,12.34,59.4,Jones,1,125.64
Jones|2022|14,30.38,0.0,18.4,0.0,18.4,28.0,0.0,3.7,19.0,17.7,0.0,0.0,8.9,1.0,0.0,0.0,RB,18.4,50.1,0.0,27.6,Jones,1,123.88
Jones|2022|15,33.7,12.8,31.9,0.0,11.0,1.4,8.0,3.3,5.0,9.2,2.3,6.0,20.6,2.9,0.0,0.0,RB,44.7,15.7,8.0,41.0,Jones,1,111.1
Jones|2022|16,21.7,22.8,1.6,0.0,5.5,5.6,1.5,11.8,19.0,0.0,2.4,11.6,12.8,13.9,0.0,0.0,RB,24.400000000000002,22.9,1.5,40.7,Jones,0,98.5
Jones|2022|17,0.0,0.0,6.6,0.0,17.5,6.1,13.06,10.1,0.0,3.9,3.9,10.96,22.2,1.1,0.0,0.0,RB,6.6,33.7,13.06,42.06,Jones,0,61.36
Michael|2022|1,19.62,20.5,14.7,0.0,18.0,14.7,0.0,8.0,16.0,6.8,3.2,10.2,7.2,0.8,0.0,0.0,WR,43.2,32.7,0.0,28.2,Michael,0,112.52
Michael|2022|2,23.88,9.4,22.8,0.0,9.8,8.4,4.9,9.7,24.0,12.1,15.7,17.8,2.3,26.0,0.0,0.0,WR,41.900000000000006,18.200000000000003,4.9,73.89999999999999,Michael,1,113.88
Michael|2022|3,12.36,17.0,16.2,0.0,5.3,9.5,4.2,11.6,22.0,9.0,1.2,12.4,10.5,0.6,0.0,0.0,RB,33.2,26.4,4.2,33.7,Michael,0,103.16
Michael|2022|4,21.88,12.0,7.3,0.0,15.4,14.9,0.0,1.3,28.0,3.8,3.2,14.9,5.1,8.2,0.0,0.0,RB,19.3,31.6,0.0,35.2,Michael,0,106.78
Michael|2022|5,16.2,4.7,1.6,0.0,10.3,30.9,0.0,1.7,23.0,4.2,14.6,8.5,2.0,3.4,0.0,0.0,RB,6.300000000000001,42.900000000000006,0.0,32.7,Michael,1,94.4
