week,team_name,in_season_manager_id,manager_name,opponent_team_name,in_season_opponent_manager_id,opponent_name,projected_points_for,points_for,projected_points_against,points_against,season,win
11,Thunder Crotches,12,Jake,Saquon These Nuts,5,Frags,93.99,103.34,41.59,38.8,2022,1
12,Thunder Crotches,12,Jake,Starr is Born,6,Nick,107.09,89.62,113.05,105.9,2022,0
13,Thunder Crotches,12,Jake,The fishingtons,8,Buddy,99.81,70.5,117.12,138.24,2022,0
14,Thunder Crotches,12,Jake,Jadeveon's Hit Men,3,Tim,94.86,75.82,112.01,104.68,2022,0
1,We're Back,13,Nate,The Scientist,9,Kyle,115.61,110.9,115.47,67.9,2022,1
2,We're Back,13,Nate,John Brown's Army,4,Eric,116.66,106.36,117.62,152.02,2022,0
3,We're Back,13,Nate,Jadeveon's Hit Men,3,Tim,114.78,92.86,111.77,109.98,2022,0
4,We're Back,13,Nate,The Twelve Apostles,10,Jones,110.57,119.58,120.32,153.86,2022,0
5,We're Back,13,Nate,Immortal Duffmen,2,Pat,107.03,112.16,105.91,103.46,2022,1
6,We're Back,13,Nate,Thunder Crotches,12,Jake,96.39,109.42,98.46,62.06,2022,1
7,We're Back,13,Nate,The fishingtons,8,Buddy,103.38,98.04,104.09,133.54,2022,0
8,We're Back,13,Nate,Saquon These Nuts,5,Frags,114.79,144.64,92.02,117.56,2022,1
9,We're Back,13,Nate,Starr is Born,6,Nick,100.23,102.96,98.33,73.14,2022,1
10,We're Back,13,Nate,Thug Bungalow,11,Michael,114.88,98.14,96.45,86.56,2022,1
11,We're Back,13,Nate,The Ice Cold Bruschi,1,Ricky,107.87,123.28,101.9,105.9,2022,1
12,We're Back,13,Nate,who invited canada,14,Peter,114.17,92.9,120.37,107.5,2022,0
13,We're Back,13,Nate,SuperCam That Ho,7,Lauren,110.95,124.7,108.55,98.5,2022,1
14,We're Back,13,Nate,The Scientist,9,Kyle,106.07,98.68,92.07,85.52,2022,1
15,We're Back,13,Nate,The fishingtons,8,Buddy,111.07,145.54,118.32,93.1,2022,1
16,We're Back,13,Nate,who invited canada,14,Peter,111.95,76.86,114.58,135.56,2022,0
17,We're Back,13,Nate,The Twelve Apostles,10,Jones,88.9,91.88,84.43,61.36,2022,1
1,who invited canada,14,Peter,The fishingtons,8,Buddy,117.55,124.2,120.97,70.22,2022,1
2,who invited canada,14,Peter,Immortal Duffmen,2,Pat,115.97,99.58,117.03,94.48,2022,1
3,who invited canada,14,Peter,Saquon These Nuts,5,Frags,113.14,114.92,106.68,92.84,2022,1
4,who invited canada,14,Peter,Starr is Born,6,Nick,114.61,125.52,97.97,70.94,2022,1
5,who invited canada,14,Peter,The Twelve Apostles,10,Jones,115.66,131.68,128.38,118.96,2022,1
6,who invited canada,14,Peter,John Brown's Army,4,Eric,116.26,127.3,107.63,114.6,2022,1
7,who invited canada,14,Peter,The Scientist,9,Kyle,115.61,122.24,97.71,86.22,2022,1
8,who invited canada,14,Peter,SuperCam That Ho,7,Lauren,119.7,118.08,114.64,145.42,2022,0
9,who invited canada,14,Peter,Jadeveon's Hit Men,3,Tim,110.29,112.88,95.63,101.44,2022,1
10,who invited canada,14,Peter,Thunder Crotches,12,Jake,122.81,143.78,101.56,89.88,2022,1
11,who invited canada,14,Peter,Thug Bungalow,11,Michael,123.41,100.42,100.72,77.9,2022,1
12,who invited canada,14,Peter,We're Back,13,Nate,120.37,107.5,114.17,92.9,2022,1
13,who invited canada,14,Peter,The Ice Cold Bruschi,1,Ricky,118.39,126.86,104.28,106.6,2022,1
14,who invited canada,14,Peter,The fishingtons,8,Buddy,106.21,117.0,123.83,110.56,2022,1
16,who invited canada,14,Peter,We're Back,13,Nate,114.58,135.56,111.95,76.86,2022,1
17,who invited canada,14,Peter,John Brown's Army,4,Eric,120.93,83.1,122.24,143.9,2022,0
1,The Ice Cold Bruschi,1,Ricky,The Twelve Apostles,10,Jones,103.47,118.26,106.13,93.84,2023,1
2,The Ice Cold Bruschi,1,Ricky,Thug Bungalow,11,Michael,104.85,110.6,104.0,71.66,2023,1
3,The Ice Cold Bruschi,1,Ricky,Gibbs Me A Break,9,Kyle,111.99,123.8,96.87,94.0,2023,1
4,The Ice Cold Bruschi,1,Ricky,who invited canada,14,Peter,111.66,165.08,104.3,95.9,2023,1
5,The Ice Cold Bruschi,1,Ricky,John Brown's Army,4,Eric,113.58,119.04,93.37,104.46,2023,1
6,The Ice Cold Bruschi,1,Ricky,The fishingtons,8,Buddy,120.3,110.68,103.53,115.5,2023,0
7,The Ice Cold Bruschi,1,Ricky,Wereback,13,Nate,113.32,106.16,75.25,92.16,2023,1
8,The Ice Cold Bruschi,1,Ricky,Starr is Born,6,Nick,120.29,114.62,119.7,141.82,2023,0
9,The Ice Cold Bruschi,1,Ricky,Saquon These Nuts,5,Frags,109.17,97.44,78.15,87.46,2023,1
10,The Ice Cold Bruschi,1,Ricky,Jadeveon's Hit Men,3,Tim,107.64,125.02,97.84,139.56,2023,0
11,The Ice Cold Bruschi,1,Ricky,SuperCam That Ho,7,Lauren,108.13,91.1,104.35,135.06,2023,0
12,The Ice Cold Bruschi,1,Ricky,Thunder Crotches,12,Jake,110.45,103.68,99.21,115.16,2023,0
13,The Ice Cold Bruschi,1,Ricky,Immortal Duffmen,2,Pat,103.63,118.68,81.98,67.0,2023,1
14,The Ice Cold Bruschi,1,Ricky,The Twelve Apostles,10,Jones,114.07,76.34,102.04,146.6,2023,0
15,The Ice Cold Bruschi,1,Ricky,SuperCam That Ho,7,Lauren,113.57,136.52,98.57,114.84,2023,1
16,The Ice Cold Bruschi,1,Ricky,Immortal Duffmen,2,Pat,112.65,0.0,96.55,0.0,2023,0
1,Immortal Duffmen,2,Pat,Thunder Crotches,12,Jake,107.58,131.44,107.81,76.7,2023,1
2,Immortal Duffmen,2,Pat,The Twelve Apostles,10,Jones,112.57,111.86,103.06,95.0,2023,1
3,Immortal Duffmen,2,Pat,Thug Bungalow,11,Michael,112.6,101.32,102.07,132.16,2023,0
4,Immortal Duffmen,2,Pat,Gibbs Me A Break,9,Kyle,108.47,137.8,95.08,83.42,2023,1
5,Immortal Duffmen,2,Pat,who invited canada,14,Peter,96.23,98.86,98.0,69.52,2023,1
6,Immortal Duffmen,2,Pat,John Brown's Army,4,Eric,107.95,81.86,103.6,83.42,2023,0
7,Immortal Duffmen,2,Pat,The fishingtons,8,Buddy,101.42,141.1,104.52,106.06,2023,1
8,Immortal Duffmen,2,Pat,Wereback,13,Nate,107.43,121.16,101.6,110.26,2023,1
9,Immortal Duffmen,2,Pat,Starr is Born,6,Nick,99.04,89.62,103.27,107.52,2023,0
10,Immortal Duffmen,2,Pat,Saquon These Nuts,5,Frags,95.96,109.18,91.55,80.46,2023,1
11,Immortal Duffmen,2,Pat,Jadeveon's Hit Men,3,Tim,101.28,122.0,109.84,112.68,2023,1
12,Immortal Duffmen,2,Pat,SuperCam That Ho,7,Lauren,102.07,129.06,104.97,108.98,2023,1
13,Immortal Duffmen,2,Pat,The Ice Cold Bruschi,1,Ricky,81.98,67.0,103.63,118.68,2023,0
14,Immortal Duffmen,2,Pat,Thunder Crotches,12,Jake,98.26,99.02,105.73,121.86,2023,0
16,Immortal Duffmen,2,Pat,The Ice Cold Bruschi,1,Ricky,96.55,0.0,112.65,0.0,2023,0
1,Jadeveon's Hit Men,3,Tim,Gibbs Me A Break,9,Kyle,111.97,116.44,106.07,81.26,2023,1
2,Jadeveon's Hit Men,3,Tim,who invited canada,14,Peter,103.0,94.9,109.15,155.04,2023,0
3,Jadeveon's Hit Men,3,Tim,John Brown's Army,4,Eric,105.89,117.38,108.69,124.76,2023,0
4,Jadeveon's Hit Men,3,Tim,The fishingtons,8,Buddy,100.06,90.92,105.72,79.26,2023,1
5,Jadeveon's Hit Men,3,Tim,Wereback,13,Nate,94.94,156.64,92.01,122.74,2023,1
6,Jadeveon's Hit Men,3,Tim,Starr is Born,6,Nick,107.19,92.14,116.69,124.2,2023,0
7,Jadeveon's Hit Men,3,Tim,Saquon These Nuts,5,Frags,102.59,111.56,90.51,103.44,2023,1
8,Jadeveon's Hit Men,3,Tim,Thunder Crotches,12,Jake,104.28,95.2,94.06,115.08,2023,0
9,Jadeveon's Hit Men,3,Tim,SuperCam That Ho,7,Lauren,94.7,64.9,99.31,84.78,2023,0
10,Jadeveon's Hit Men,3,Tim,The Ice Cold Bruschi,1,Ricky,97.84,139.56,107.64,125.02,2023,1
11,Jadeveon's Hit Men,3,Tim,Immortal Duffmen,2,Pat,109.84,112.68,101.28,122.0,2023,0
12,Jadeveon's Hit Men,3,Tim,The Twelve Apostles,10,Jones,104.15,133.92,101.15,125.64,2023,1
13,Jadeveon's Hit Men,3,Tim,Thug Bungalow,11,Michael,97.42,99.9,108.31,128.2,2023,0
14,Jadeveon's Hit Men,3,Tim,Gibbs Me A Break,9,Kyle,99.21,104.14,106.6,145.22,2023,0
15,Jadeveon's Hit Men,3,Tim,who invited canada,14,Peter,105.79,113.7,109.63,63.28,2023,1
16,Jadeveon's Hit Men,3,Tim,The Twelve Apostles,10,Jones,102.66,0.0,95.59,0.0,2023,0
1,John Brown's Army,4,Eric,Starr is Born,6,Nick,106.49,97.04,102.1,92.98,2023,1
2,John Brown's Army,4,Eric,Saquon These Nuts,5,Frags,103.86,107.54,109.04,86.5,2023,1
3,John Brown's Army,4,Eric,Jadeveon's Hit Men,3,Tim,108.69,124.76,105.89,117.38,2023,1
4,John Brown's Army,4,Eric,SuperCam That Ho,7,Lauren,98.37,96.9,107.7,125.14,2023,0
5,John Brown's Army,4,Eric,The Ice Cold Bruschi,1,Ricky,93.37,104.46,113.58,119.04,2023,0
6,John Brown's Army,4,Eric,Immortal Duffmen,2,Pat,103.6,83.42,107.95,81.86,2023,1
7,John Brown's Army,4,Eric,The Twelve Apostles,10,Jones,95.1,94.34,85.96,78.56,2023,1
8,John Brown's Army,4,Eric,Thug Bungalow,11,Michael,97.75,104.6,116.42,130.76,2023,0
9,John Brown's Army,4,Eric,Gibbs Me A Break,9,Kyle,82.65,98.3,87.48,98.9,2023,0
10,John Brown's Army,4,Eric,who invited canada,14,Peter,96.22,117.44,103.95,151.18,2023,0
11,John Brown's Army,4,Eric,Thunder Crotches,12,Jake,94.27,100.14,88.24,88.54,2023,1
12,John Brown's Army,4,Eric,The fishingtons,8,Buddy,105.0,147.56,103.61,137.5,2023,1
13,John Brown's Army,4,Eric,Wereback,13,Nate,87.48,100.56,96.2,158.26,2023,0
14,John Brown's Army,4,Eric,Starr is Born,6,Nick,103.27,75.34,106.27,99.42,2023,0
15,John Brown's Army,4,Eric,Wereback,13,Nate,97.55,125.84,104.03,96.62,2023,1
16,John Brown's Army,4,Eric,Thunder Crotches,12,Jake,99.49,0.0,105.33,0.0,2023,0
1,Saquon These Nuts,5,Frags,who invited canada,14,Peter,107.85,73.92,111.39,91.02,2023,0
2,Saquon These Nuts,5,Frags,John Brown's Army,4,Eric,109.04,86.5,103.86,107.54,2023,0
3,Saquon These Nuts,5,Frags,The fishingtons,8,Buddy,89.94,61.66,108.77,105.38,2023,0
4,Saquon These Nuts,5,Frags,Wereback,13,Nate,95.98,68.04,106.44,93.32,2023,0
5,Saquon These Nuts,5,Frags,Starr is Born,6,Nick,93.17,94.22,115.68,137.28,2023,0
6,Saquon These Nuts,5,Frags,Thunder Crotches,12,Jake,88.69,89.84,89.83,63.94,2023,1
7,Saquon These Nuts,5,Frags,Jadeveon's Hit Men,3,Tim,90.51,103.44,102.59,111.56,2023,0
8,Saquon These Nuts,5,Frags,SuperCam That Ho,7,Lauren,97.8,123.26,109.31,77.28,2023,1
9,Saquon These Nuts,5,Frags,The Ice Cold Bruschi,1,Ricky,78.15,87.46,109.17,97.44,2023,0
10,Saquon These Nuts,5,Frags,Immortal Duffmen,2,Pat,91.55,80.46,95.96,109.18,2023,0
11,Saquon These Nuts,5,Frags,The Twelve Apostles,10,Jones,85.96,86.46,101.81,109.86,2023,0
12,Saquon These Nuts,5,Frags,Thug Bungalow,11,Michael,99.28,95.44,113.64,83.22,2023,1
13,Saquon These Nuts,5,Frags,Gibbs Me A Break,9,Kyle,95.79,101.66,111.41,112.86,2023,0
14,Saquon These Nuts,5,Frags,who invited canada,14,Peter,80.43,79.74,103.51,126.1,2023,0
1,Starr is Born,6,Nick,John Brown's Army,4,Eric,102.1,92.98,106.49,97.04,2023,0
2,Starr is Born,6,Nick,The fishingtons,8,Buddy,111.24,126.38,108.15,89.22,2023,1
3,Starr is Born,6,Nick,Wereback,13,Nate,99.23,80.86,105.86,119.36,2023,0
4,Starr is Born,6,Nick,Thunder Crotches,12,Jake,113.59,118.8,105.88,115.04,2023,1
5,Starr is Born,6,Nick,Saquon These Nuts,5,Frags,115.68,137.28,93.17,94.22,2023,1
6,Starr is Born,6,Nick,Jadeveon's Hit Men,3,Tim,116.69,124.2,107.19,92.14,2023,1
7,Starr is Born,6,Nick,SuperCam That Ho,7,Lauren,99.48,133.22,91.67,86.98,2023,1
8,Starr is Born,6,Nick,The Ice Cold Bruschi,1,Ricky,119.7,141.82,120.29,114.62,2023,1
9,Starr is Born,6,Nick,Immortal Duffmen,2,Pat,103.27,107.52,99.04,89.62,2023,1
10,Starr is Born,6,Nick,The Twelve Apostles,10,Jones,118.25,105.08,110.21,78.1,2023,1
11,Starr is Born,6,Nick,Thug Bungalow,11,Michael,110.68,102.34,112.52,70.0,2023,1
12,Starr is Born,6,Nick,Gibbs Me A Break,9,Kyle,104.44,109.52,115.83,122.86,2023,0
13,Starr is Born,6,Nick,who invited canada,14,Peter,103.41,112.18,102.33,69.68,2023,1
14,Starr is Born,6,Nick,John Brown's Army,4,Eric,106.27,99.42,103.27,75.34,2023,1
16,Starr is Born,6,Nick,Thug Bungalow,11,Michael,103.9,0.0,112.28,0.2,2023,0
1,SuperCam That Ho,7,Lauren,Thug Bungalow,11,Michael,107.2,103.36,101.23,83.24,2023,1
2,SuperCam That Ho,7,Lauren,Gibbs Me A Break,9,Kyle,110.78,131.18,85.87,108.04,2023,1
3,SuperCam That Ho,7,Lauren,who invited canada,14,Peter,111.74,159.38,106.5,127.7,2023,1
4,SuperCam That Ho,7,Lauren,John Brown's Army,4,Eric,107.7,125.14,98.37,96.9,2023,1
5,SuperCam That Ho,7,Lauren,The fishingtons,8,Buddy,104.05,75.94,97.14,131.62,2023,0
6,SuperCam That Ho,7,Lauren,Wereback,13,Nate,111.75,104.62,94.6,84.9,2023,1
7,SuperCam That Ho,7,Lauren,Starr is Born,6,Nick,91.67,86.98,99.48,133.22,2023,0
8,SuperCam That Ho,7,Lauren,Saquon These Nuts,5,Frags,109.31,77.28,97.8,123.26,2023,0
9,SuperCam That Ho,7,Lauren,Jadeveon's Hit Men,3,Tim,99.31,84.78,94.7,64.9,2023,1
10,SuperCam That Ho,7,Lauren,Thunder Crotches,12,Jake,97.5,109.12,94.62,125.32,2023,0
11,SuperCam That Ho,7,Lauren,The Ice Cold Bruschi,1,Ricky,104.35,135.06,108.13,91.1,2023,1
12,SuperCam That Ho,7,Lauren,Immortal Duffmen,2,Pat,104.97,108.98,102.07,129.06,2023,0
13,SuperCam That Ho,7,Lauren,The Twelve Apostles,10,Jones,89.24,119.02,104.97,123.82,2023,0
14,SuperCam That Ho,7,Lauren,Thug Bungalow,11,Michael,109.39,111.64,112.45,94.9,2023,1
15,SuperCam That Ho,7,Lauren,The Ice Cold Bruschi,1,Ricky,98.57,114.84,113.57,136.52,2023,0
16,SuperCam That Ho,7,Lauren,Gibbs Me A Break,9,Kyle,105.75,0.0,107.09,0.0,2023,0
1,The fishingtons,8,Buddy,Wereback,13,Nate,91.86,73.7,114.73,111.96,2023,0
2,The fishingtons,8,Buddy,Starr is Born,6,Nick,108.15,89.22,111.24,126.38,2023,0
3,The fishingtons,8,Buddy,Saquon These Nuts,5,Frags,108.77,105.38,89.94,61.66,2023,1
4,The fishingtons,8,Buddy,Jadeveon's Hit Men,3,Tim,105.72,79.26,100.06,90.92,2023,0
5,The fishingtons,8,Buddy,SuperCam That Ho,7,Lauren,97.14,131.62,104.05,75.94,2023,1
6,The fishingtons,8,Buddy,The Ice Cold Bruschi,1,Ricky,103.53,115.5,120.3,110.68,2023,1
7,The fishingtons,8,Buddy,Immortal Duffmen,2,Pat,104.52,106.06,101.42,141.1,2023,0
8,The fishingtons,8,Buddy,The Twelve Apostles,10,Jones,101.24,89.86,106.65,138.28,2023,0
9,The fishingtons,8,Buddy,Thug Bungalow,11,Michael,101.71,65.38,109.96,131.22,2023,0
10,The fishingtons,8,Buddy,Gibbs Me A Break,9,Kyle,90.59,96.02,104.07,114.64,2023,0
11,The fishingtons,8,Buddy,who invited canada,14,Peter,97.44,109.1,110.37,129.84,2023,0
12,The fishingtons,8,Buddy,John Brown's Army,4,Eric,103.61,137.5,105.0,147.56,2023,0
13,The fishingtons,8,Buddy,Thunder Crotches,12,Jake,109.67,120.72,98.42,133.58,2023,0
14,The fishingtons,8,Buddy,Wereback,13,Nate,103.54,103.48,89.24,74.36,2023,1
1,Gibbs Me A Break,9,Kyle,Jadeveon's Hit Men,3,Tim,106.07,81.26,111.97,116.44,2023,0
2,Gibbs Me A Break,9,Kyle,SuperCam That Ho,7,Lauren,85.87,108.04,110.78,131.18,2023,0
3,Gibbs Me A Break,9,Kyle,The Ice Cold Bruschi,1,Ricky,96.87,94.0,111.99,123.8,2023,0
4,Gibbs Me A Break,9,Kyle,Immortal Duffmen,2,Pat,95.08,83.42,108.47,137.8,2023,0
5,Gibbs Me A Break,9,Kyle,The Twelve Apostles,10,Jones,90.41,111.56,97.44,99.62,2023,1
6,Gibbs Me A Break,9,Kyle,Thug Bungalow,11,Michael,99.84,84.6,118.65,117.18,2023,0
7,Gibbs Me A Break,9,Kyle,Thunder Crotches,12,Jake,105.84,107.78,78.2,81.7,2023,1
8,Gibbs Me A Break,9,Kyle,who invited canada,14,Peter,113.14,128.9,114.75,124.36,2023,1
9,Gibbs Me A Break,9,Kyle,John Brown's Army,4,Eric,87.48,98.9,82.65,98.3,2023,1
10,Gibbs Me A Break,9,Kyle,The fishingtons,8,Buddy,104.07,114.64,90.59,96.02,2023,1
11,Gibbs Me A Break,9,Kyle,Wereback,13,Nate,107.95,107.32,105.89,97.56,2023,1
12,Gibbs Me A Break,9,Kyle,Starr is Born,6,Nick,115.83,122.86,104.44,109.52,2023,1
13,Gibbs Me A Break,9,Kyle,Saquon These Nuts,5,Frags,111.41,112.86,95.79,101.66,2023,1
14,Gibbs Me A Break,9,Kyle,Jadeveon's Hit Men,3,Tim,106.6,145.22,99.21,104.14,2023,1
15,Gibbs Me A Break,9,Kyle,Thug Bungalow,11,Michael,109.96,118.78,116.04,125.36,2023,0
16,Gibbs Me A Break,9,Kyle,SuperCam That Ho,7,Lauren,107.09,0.0,105.75,0.0,2023,0
1,The Twelve Apostles,10,Jones,The Ice Cold Bruschi,1,Ricky,106.13,93.84,103.47,118.26,2023,0
2,The Twelve Apostles,10,Jones,Immortal Duffmen,2,Pat,103.06,95.0,112.57,111.86,2023,0
3,The Twelve Apostles,10,Jones,Thunder Crotches,12,Jake,103.68,123.36,104.15,110.96,2023,1
4,The Twelve Apostles,10,Jones,Thug Bungalow,11,Michael,103.09,97.96,103.2,126.68,2023,0
5,The Twelve Apostles,10,Jones,Gibbs Me A Break,9,Kyle,97.44,99.62,90.41,111.56,2023,0
6,The Twelve Apostles,10,Jones,who invited canada,14,Peter,115.37,136.04,112.07,111.0,2023,1
7,The Twelve Apostles,10,Jones,John Brown's Army,4,Eric,85.96,78.56,95.1,94.34,2023,0
8,The Twelve Apostles,10,Jones,The fishingtons,8,Buddy,106.65,138.28,101.24,89.86,2023,1
9,The Twelve Apostles,10,Jones,Wereback,13,Nate,96.1,126.34,100.6,98.76,2023,1
10,The Twelve Apostles,10,Jones,Starr is Born,6,Nick,110.21,78.1,118.25,105.08,2023,0
11,The Twelve Apostles,10,Jones,Saquon These Nuts,5,Frags,101.81,109.86,85.96,86.46,2023,1
12,The Twelve Apostles,10,Jones,Jadeveon's Hit Men,3,Tim,101.15,125.64,104.15,133.92,2023,0
13,The Twelve Apostles,10,Jones,SuperCam That Ho,7,Lauren,104.97,123.82,89.24,119.02,2023,1
14,The Twelve Apostles,10,Jones,The Ice Cold Bruschi,1,Ricky,102.04,146.6,114.07,76.34,2023,1
16,The Twelve Apostles,10,Jones,Jadeveon's Hit Men,3,Tim,95.59,0.0,102.66,0.0,2023,0
1,Thug Bungalow,11,Michael,SuperCam That Ho,7,Lauren,101.23,83.24,107.2,103.36,2023,0
2,Thug Bungalow,11,Michael,The Ice Cold Bruschi,1,Ricky,104.0,71.66,104.85,110.6,2023,0
3,Thug Bungalow,11,Michael,Immortal Duffmen,2,Pat,102.07,132.16,112.6,101.32,2023,1
4,Thug Bungalow,11,Michael,The Twelve Apostles,10,Jones,103.2,126.68,103.09,97.96,2023,1
5,Thug Bungalow,11,Michael,Thunder Crotches,12,Jake,113.87,127.02,109.54,89.28,2023,1
6,Thug Bungalow,11,Michael,Gibbs Me A Break,9,Kyle,118.65,117.18,99.84,84.6,2023,1
7,Thug Bungalow,11,Michael,who invited canada,14,Peter,113.28,111.84,106.86,102.8,2023,1
8,Thug Bungalow,11,Michael,John Brown's Army,4,Eric,116.42,130.76,97.75,104.6,2023,1
9,Thug Bungalow,11,Michael,The fishingtons,8,Buddy,109.96,131.22,101.71,65.38,2023,1
10,Thug Bungalow,11,Michael,Wereback,13,Nate,97.03,82.1,106.6,116.82,2023,0
11,Thug Bungalow,11,Michael,Starr is Born,6,Nick,112.52,70.0,110.68,102.34,2023,0
12,Thug Bungalow,11,Michael,Saquon These Nuts,5,Frags,113.64,83.22,99.28,95.44,2023,0
13,Thug Bungalow,11,Michael,Jadeveon's Hit Men,3,Tim,108.31,128.2,97.42,99.9,2023,1
14,Thug Bungalow,11,Michael,SuperCam That Ho,7,Lauren,112.45,94.9,109.39,111.64,2023,0
15,Thug Bungalow,11,Michael,Gibbs Me A Break,9,Kyle,116.04,125.36,109.96,118.78,2023,1
16,Thug Bungalow,11,Michael,Starr is Born,6,Nick,112.28,0.2,103.9,0.0,2023,1
1,Thunder Crotches,12,Jake,Immortal Duffmen,2,Pat,107.81,76.7,107.58,131.44,2023,0
2,Thunder Crotches,12,Jake,Wereback,13,Nate,106.89,109.64,103.53,75.7,2023,1
3,Thunder Crotches,12,Jake,The Twelve Apostles,10,Jones,104.15,110.96,103.68,123.36,2023,0
4,Thunder Crotches,12,Jake,Starr is Born,6,Nick,105.88,115.04,113.59,118.8,2023,0
5,Thunder Crotches,12,Jake,Thug Bungalow,11,Michael,109.54,89.28,113.87,127.02,2023,0
6,Thunder Crotches,12,Jake,Saquon These Nuts,5,Frags,89.83,63.94,88.69,89.84,2023,0
7,Thunder Crotches,12,Jake,Gibbs Me A Break,9,Kyle,78.2,81.7,105.84,107.78,2023,0
8,Thunder Crotches,12,Jake,Jadeveon's Hit Men,3,Tim,94.06,115.08,104.28,95.2,2023,1
9,Thunder Crotches,12,Jake,who invited canada,14,Peter,92.96,129.6,97.85,88.88,2023,1
10,Thunder Crotches,12,Jake,SuperCam That Ho,7,Lauren,94.62,125.32,97.5,109.12,2023,1
11,Thunder Crotches,12,Jake,John Brown's Army,4,Eric,88.24,88.54,94.27,100.14,2023,0
12,Thunder Crotches,12,Jake,The Ice Cold Bruschi,1,Ricky,99.21,115.16,110.45,103.68,2023,1
13,Thunder Crotches,12,Jake,The fishingtons,8,Buddy,98.42,133.58,109.67,120.72,2023,1
14,Thunder Crotches,12,Jake,Immortal Duffmen,2,Pat,105.73,121.86,98.26,99.02,2023,1
16,Thunder Crotches,12,Jake,John Brown's Army,4,Eric,105.33,1.6,99.49,0.0,2023,1
1,Wereback,13,Nate,The fishingtons,8,Buddy,114.73,111.96,91.86,73.7,2023,1
2,Wereback,13,Nate,Thunder Crotches,12,Jake,103.53,75.7,106.89,109.64,2023,0
3,Wereback,13,Nate,Starr is Born,6,Nick,105.86,119.36,99.23,80.86,2023,1
4,Wereback,13,Nate,Saquon These Nuts,5,Frags,106.44,93.32,95.98,68.04,2023,1
5,Wereback,13,Nate,Jadeveon's Hit Men,3,Tim,92.01,122.74,94.94,156.64,2023,0
6,Wereback,13,Nate,SuperCam That Ho,7,Lauren,94.6,84.9,111.75,104.62,2023,0
7,Wereback,13,Nate,The Ice Cold Bruschi,1,Ricky,75.25,92.16,113.32,106.16,2023,0
8,Wereback,13,Nate,Immortal Duffmen,2,Pat,101.6,110.26,107.43,121.16,2023,0
9,Wereback,13,Nate,The Twelve Apostles,10,Jones,100.6,98.76,96.1,126.34,2023,0
10,Wereback,13,Nate,Thug Bungalow,11,Michael,106.6,116.82,97.03,82.1,2023,1
11,Wereback,13,Nate,Gibbs Me A Break,9,Kyle,105.89,97.56,107.95,107.32,2023,0
12,Wereback,13,Nate,who invited canada,14,Peter,94.75,77.66,117.32,101.6,2023,0
13,Wereback,13,Nate,John Brown's Army,4,Eric,96.2,158.26,87.48,100.56,2023,1
14,Wereback,13,Nate,The fishingtons,8,Buddy,89.24,74.36,103.54,103.48,2023,0
15,Wereback,13,Nate,John Brown's Army,4,Eric,104.03,96.62,97.55,125.84,2023,0
16,Wereback,13,Nate,who invited canada,14,Peter,84.51,0.0,100.95,0.0,2023,0
1,who invited canada,14,Peter,Saquon These Nuts,5,Frags,111.39,91.02,107.85,73.92,2023,1
2,who invited canada,14,Peter,Jadeveon's Hit Men,3,Tim,109.15,155.04,103.0,94.9,2023,1
3,who invited canada,14,Peter,SuperCam That Ho,7,Lauren,106.5,127.7,111.74,159.38,2023,0
4,who invited canada,14,Peter,The Ice Cold Bruschi,1,Ricky,104.3,95.9,111.66,165.08,2023,0
5,who invited canada,14,Peter,Immortal Duffmen,2,Pat,98.0,69.52,96.23,98.86,2023,0
6,who invited canada,14,Peter,The Twelve Apostles,10,Jones,112.07,111.0,115.37,136.04,2023,0
7,who invited canada,14,Peter,Thug Bungalow,11,Michael,106.86,102.8,113.28,111.84,2023,0
8,who invited canada,14,Peter,Gibbs Me A Break,9,Kyle,114.75,124.36,113.14,128.9,2023,0
9,who invited canada,14,Peter,Thunder Crotches,12,Jake,97.85,88.88,92.96,129.6,2023,0
10,who invited canada,14,Peter,John Brown's Army,4,Eric,103.95,151.18,96.22,117.44,2023,1
11,who invited canada,14,Peter,The fishingtons,8,Buddy,110.37,129.84,97.44,109.1,2023,1
12,who invited canada,14,Peter,Wereback,13,Nate,117.32,101.6,94.75,77.66,2023,1
13,who invited canada,14,Peter,Starr is Born,6,Nick,102.33,69.68,103.41,112.18,2023,0
14,who invited canada,14,Peter,Saquon These Nuts,5,Frags,103.51,126.1,80.43,79.74,2023,1
15,who invited canada,14,Peter,Jadeveon's Hit Men,3,Tim,109.63,63.28,105.79,113.7,2023,0
16,who invited canada,14,Peter,Wereback,13,Nate,100.95,0.0,84.51,0.0,2023,0
